state,tot_cases,new_case,tot_death,new_death
IN,"1,813,158",0,"24,061",0
AK,"3,448",55,38,1
AK,"67,429",26,362,0
NM,"570,866",0,"7,963",0
MS,"889,213","2,079","12,714",13
ND,"109,869",49,"1,512",2
ND,"111,658",14,"1,539",0
SD,"133,855",483,"2,072",1
NY,"297,988","4,028","9,652",27
AK,"247,865",0,"1,235",0
WA,"550,027","4,217","6,507",36
MA,1,0,0,0
GU,"7,897",13,136,0
MA,"810,319","1,646","18,600",23
KS,"853,538",0,"8,947",0
GA,0,0,0,0
GU,"19,065",4,262,0
CO,"4,189",450,111,14
KS,"775,813",0,"8,635",0
IA,"31,061",631,721,0
IN,"729,716",905,"13,391",13
SD,"6,297",72,81,0
MP,"11,281",0,34,0
NM,"237,889",627,"4,561",10
RMI,0,0,0,0
MA,"195,868","2,904","10,467",26
CO,"633,361","1,633","7,242",16
UT,934,128,5,0
NY,"58,188","3,708","1,197",180
NYC,"804,340","4,309","30,601",48
UT,"600,079","1,981","3,545",0
NY,"413,292","7,146","10,743",74
MS,"318,804",89,"7,426",0
PR,"103,706",365,"2,061",6
IN,"886,461","3,246","14,615",0
OH,"2,666,030",0,"37,608",0
PW,0,0,0,0
NM,"204,194",75,"4,294",0
NM,"588,805","1,149","8,224",17
OH,"437,928","7,835","6,671",123
TN,"81,965","3,135",871,24
RMI,4,0,0,0
AK,0,0,0,0
AS,"5,254",236,11,3
AL,"508,130",720,"10,824",12
ND,"4,668",103,89,1
NYC,"2,344,535","6,661","40,145",11
PA,"1,237,659","1,800","27,890",7
KS,"441,642","1,339","6,534",39
PR,"46,070",513,957,5
NYC,"2,300,167",0,"40,056",0
CO,"1,551,445","2,378","12,773",2
AR,443,34,6,1
TX,"2,942,235","2,032","50,866",29
PW,2,0,0,0
WA,"1,041,049","16,394","10,196",53
TN,"370,839","5,929","4,602",48
NY,"211,873",537,"9,022",5
NYC,"174,169","2,757","18,478",259
PW,0,0,0,0
KS,"316,539",98,"5,129",1
FL,"6,321,010","13,399","75,563",54
FL,"1,607,395","12,052","27,266",210
TX,"6,122,432","38,682","77,780",225
AR,"475,001","1,116","7,267",35
HI,"31,715",109,471,0
FL,"5,794,152","3,892","72,016",101
AS,4,0,0,0
NYC,"250,415",319,"23,561",6
SD,"123,686",16,"1,993",2
KS,"28,876",0,365,0
CO,"612,535","2,018","7,111",16
AS,0,0,0,0
GA,"1,507,503","7,327","24,028",128
OK,"28,092",901,490,8
KS,"39,937",0,437,11
TX,"2,929,961","1,577","50,649",31
KS,"317,878",227,"5,150",0
ND,"259,741",471,"2,325",0
OK,1,1,0,0
FL,"6,383,073","10,942","75,872",56
GU,"44,344",106,322,0
PR,"478,599",314,"4,159",0
SD,"1,168",300,6,0
RMI,32,6,0,0
KS,"769,598",0,"8,198",0
AL,"796,508",707,"15,470",39
WA,"411,385","1,583","5,564",11
WA,"4,017",628,189,14
PW,2,0,0,0
NM,"205,215",81,"4,331",2
CO,"564,081",463,"6,837",10
WA,"1,659,181","3,593","13,239",29
AK,"167,008","4,382",953,5
AK,"55,800",177,322,0
FL,"6,546",917,179,32
WV,"308,204",772,"5,107",22
PR,0,0,0,0
CO,"70,108",636,"2,040",3
ND,"162,976",682,"1,898",6
AK,"62,698",132,341,0
TX,"1,777,246","4,763","31,823",265
RMI,0,0,0,0
PW,7,0,0,0
AS,0,0,0,0
NY,"225,406",848,"9,117",4
MS,"392,309","3,323","7,931",16
AL,"1,207,121","10,418","17,774",54
KS,"769,850",0,"8,222",0
RMI,0,0,0,0
NY,"177,789",300,"8,667",3
MS,"794,721",163,"12,399",2
CO,"87,087","1,219","2,176",4
OH,"208,937","3,590","5,275",19
PA,"200,794","1,744","8,666",12
NY,"1,177,993","1,526","19,996",5
HI,636,0,17,0
MA,"411,601","7,548","13,115",73
PR,"465,283",262,"3,945",1
KS,845,32,25,2
AL,"545,893",171,"11,475",3
OK,"63,377",501,"1,028",9
NYC,"2,720,935",0,"41,097",0
ND,0,0,0,0
FL,"1,595,343","13,472","27,056",185
AS,"6,065",17,30,0
OK,"434,723",407,"6,965",14
KS,"290,832","2,115","4,614",93
GU,"7,521",6,128,3
IA,"800,176",992,"9,703",15
HI,"251,759",0,"1,422",0
NM,"193,368",121,"3,865",2
MS,"287,265",611,"6,850",12
AL,"737,267","5,018","14,063",70
MA,"856,494","1,264","19,031",28
TN,"2,146,765","1,920","26,772",0
OH,"2,743,577",0,"38,590",0
WA,"66,676",616,"1,766",11
RMI,0,0,0,0
MP,116,0,2,0
NY,"3,080,256","3,416","28,492",11
MA,"1,671,292","1,698","23,424",54
ND,"255,476",0,"2,304",0
MS,"521,544",710,"10,351",3
ND,"264,130",0,"2,348",0
NM,"26,268",87,770,6
RMI,4,0,0,0
IA,"757,985",178,"9,402",53
ND,"81,105",970,977,11
TN,"536,150","6,078","6,380",111
AR,"3,255",63,61,2
ND,"2,095",101,49,4
WV,"166,297",189,"2,936",0
AL,"501,728",550,"10,755",11
PR,0,0,0,0
TN,"2,291,819","1,982","27,427",0
PA,"123,299",831,"7,313",16
OK,"67,585","1,000","1,079",12
IN,"157,713","2,467","4,079",26
PR,"1,662",16,137,2
IN,"1,707,085","1,691","23,614",23
AL,"1,295,379",214,"19,598",10
AK,"54,818",60,312,0
AS,3,0,0,0
IN,"106,540",736,"3,421",2
NM,"3,732",219,139,8
MA,"1,926,543",0,"20,953",0
NM,"185,542",245,"3,624",11
TX,"114,881","3,280","2,659",44
TX,"5,402,259","57,874","75,783",133
HI,"29,237",117,456,1
SD,"105,786",127,"1,667",0
NM,"9,105",43,393,4
NYC,"2,424,706","4,791","40,268",6
AR,"3,372",62,72,8
KS,"434,646",0,"6,415",0
TX,"4,292,386","1,956","72,208",10
MS,"913,049",0,"12,794",0
PA,"70,061",943,"5,096",678
GA,"1,148,168","1,096","21,560",1
UT,"57,511",609,433,2
TN,"2,188,119","1,378","26,952",5
MS,"796,645",99,"12,432",3
TX,"773,435","4,132","17,294",59
WV,"210,289","2,244","3,207",0
MS,"796,348",86,"12,422",1
FL,"6,518,887","6,713","76,602",48
WA,"1,756,667","2,086","13,775",16
KS,"227,745",0,"2,879",0
AS,"7,471",0,33,0
PA,"152,218","1,094","7,875",6
FL,"1,902,008","4,675","32,581",85
KS,"365,773","1,726","5,547",12
WV,"15,848",156,350,5
RMI,4,0,0,0
IA,"46,045",200,887,4
MA,"2,005,250",0,"21,390",0
RMI,0,0,0,0
IN,"1,514",282,32,1
NYC,"194,339","1,342","21,061",91
AK,"199,552",0,"1,048",0
NY,"2,961,598","2,403","28,084",8
PA,"1,674,328","7,604","32,825",96
NYC,"522,320","6,407","25,878",79
AR,"211,145","3,204","3,406",30
AR,"248,860","2,944","3,966",40
AK,"266,699",0,"1,275",0
NY,"182,319",423,"8,741",4
HI,0,0,0,0
HI,641,3,17,0
PW,10,0,0,0
NYC,"209,777",534,"22,397",38
PR,820,18,81,0
WA,"44,081","1,232","1,427",6
GA,"1,733,600",0,"31,209",0
AL,"541,776",321,"11,372",7
MA,"154,218","1,181","9,977",20
NY,"1,154,753",272,"19,867",9
PA,"1,215,671",225,"27,560",7
MS,"4,363",217,311,13
TX,"2,735,811","4,541","48,039",72
MP,22,0,2,0
TN,"706,927","3,125","9,162",192
AS,"7,471",0,33,0
RMI,0,0,0,0
UT,"2,206",104,18,1
MS,"318,447",136,"7,421",3
AR,"8,425",358,151,9
AS,0,0,0,0
TN,"181,677","1,022","2,218",2
RMI,4,0,0,0
HI,"14,501",89,211,2
IA,"28,782",293,708,3
WA,"300,779","1,879","4,114",0
WV,"518,061",0,"6,974",0
MP,604,32,3,0
AL,"829,096",935,"16,161",5
NM,0,0,0,0
OK,"1,053,558",0,"14,437",0
HI,7,3,0,0
SD,"7,336",94,101,3
ND,"113,225",162,"1,545",0
MS,"918,874",0,"12,821",0
NY,"134,850","2,082","5,170",110
TN,"2,186,741","1,481","26,947",0
FL,"5,868,303","1,484","73,972",14
HI,"122,385","2,555","1,083",0
PA,"2,812,954","2,173","44,629",13
MS,"904,905",0,"12,766",0
AS,4,0,0,0
HI,"85,086",118,"1,017",1
UT,"982,895",0,"4,834",0
OH,"2,798,900",0,"38,657",0
OH,"3,117,109",0,"39,675",0
IA,"406,568","1,821","6,268",0
OH,"3,049,546","23,436","39,406",96
NYC,"1,223,119","10,599","35,045",24
NM,"512,938",388,"6,956",17
TX,"3,839,170","23,460","59,197",296
PA,"936,036","3,421","24,000",63
PA,"3,202,811",0,"46,831",0
PR,"178,995",33,"3,086",18
UT,"537,276","2,340","3,118",12
AL,"1,522,911",762,"20,485",0
NYC,"2,819,164","1,802","41,617",9
AL,"1,317,777","1,138","19,724",1
PR,695,18,63,8
CO,"29,822",142,"1,617",12
IA,"125,025","2,670","1,706",10
SD,"13,509",187,167,0
NM,"613,896",308,"8,483",4
NY,"1,400,717","2,316","21,407",21
MA,"1,721,642","3,255","20,169",2
TX,"4,892,604","44,967","75,014",126
PW,0,0,0,0
RMI,4,0,0,0
TX,0,0,0,0
PA,"1,221,893",337,"27,792",2
AR,"9,426",325,154,0
MA,"631,031","1,500","17,178",26
UT,"1,036,535",0,"5,011",0
TX,"3,132,479","4,358","52,110",4
IA,"451,492","2,454","6,482",0
IA,"805,363","1,402","9,718",15
GA,"1,733,600","9,495","31,209",40
OH,"1,413,972","6,530","21,945",0
HI,"233,569",0,"1,361",0
MA,"1,766,821","2,967","20,292",12
AR,"749,824","7,943","9,556",24
PW,0,0,0,0
AS,0,0,0,0
NY,"19,237","3,372",96,37
PR,"423,221","4,305","3,563",21
UT,"17,825",425,158,3
NYC,"219,153",417,"22,994",10
NM,"99,419","2,324","1,517",20
OK,"680,617","1,553","11,336",64
WA,"1,674,760","1,416","13,290",15
IA,"246,811","1,526","2,919",201
KS,"767,870",0,"7,988",0
NY,"138,624","1,730","5,442",97
TX,"7,691,281",0,"88,502",0
GA,"1,057,741","1,320","18,987",25
AR,"213,267","2,122","3,438",32
PA,"640,195","9,491","15,672",319
TN,"919,737","2,583","12,838",3
OK,877,74,7,1
PW,0,0,0,0
MA,"1,996,454",0,"21,342",0
TN,"1,350,563","1,922","18,028",0
MA,"1,977,503",0,"21,224",0
WV,"113,615",998,"1,856",7
WV,"142,653",420,"2,688",5
OK,"441,016",263,"7,119",5
CO,"1,620,538",802,"13,088",10
TN,"328,851","4,013","4,202",74
IN,"62,907",535,"2,887",3
RMI,4,0,0,0
AK,"243,466",0,"1,215",0
IA,"377,013",287,"6,170",0
MA,"4,257","1,017",73,15
AL,"10,238",280,561,15
WV,"1,470",23,65,1
GU,314,0,5,0
IN,"492,174","3,853","7,775",31
TX,"1,867,163","24,010","33,124",345
TX,"53,449","1,181","1,684",30
RMI,0,0,0,0
PR,"803,878",371,"4,644",10
MS,"76,109",308,"2,584",7
PR,"17,635",0,476,8
MP,"11,829",0,35,0
HI,"53,153",752,560,1
WA,"1,396,354","2,621","11,615",93
WV,"174,179",636,"2,988",4
WA,"1,337,021","7,452","10,967",122
AK,"232,232",587,"1,158",28
KS,"281,562",0,"4,101",0
IN,"674,087",426,"12,834",8
GA,"2,272,461","42,786","32,389",95
PW,"3,976",0,6,0
MS,"665,544","8,460","10,690",48
WV,"488,359",913,"6,308",20
ND,"241,739",0,"2,268",0
RMI,0,0,0,0
KS,"85,181","3,136","1,029",22
RMI,32,0,0,0
ND,"20,983",259,234,3
OK,"453,552",153,"7,320",3
NYC,"949,332",262,"33,234",13
TN,"713,593","3,946","9,417",101
GU,"6,768",63,112,3
PR,"480,576",495,"4,170",4
RMI,4,0,0,0
NY,"2,245,340","22,513","24,256",56
NYC,"2,310,066",0,"40,088",0
PR,"149,189",361,"2,579",5
IA,"361,894",470,"5,904",5
ND,"27,737",472,345,6
UT,"370,770",686,"1,929",22
RMI,4,0,0,0
TN,"48,364","1,341",633,13
WA,"707,540","3,129","8,417",46
UT,"117,706","1,196",614,0
MA,"2,060,884",0,"21,771",0
KS,"52,285",0,596,0
FL,13,1,2,0
PR,"139,880",66,"2,493",2
MA,"214,594",0,"10,695",25
TX,"1,657,857","4,335","29,718",222
UT,"927,551",255,"4,706",4
SD,"239,704",0,"2,927",0
HI,"237,097",0,"1,378",0
AL,"828,161",229,"16,156",10
MA,"805,731","1,451","18,549",4
WA,1,0,0,0
UT,"228,129","2,183","1,025",9
AS,3,0,0,0
MP,"12,573",0,37,0
PW,4,0,0,0
NY,"603,543","11,025","13,281",118
IN,"95,750",859,"3,306",13
ND,"3,393",31,78,0
OH,"947,389","2,282","16,611",98
UT,"924,791",543,"4,461",8
PW,10,0,0,0
TN,0,0,0,0
TN,"1,201,562","4,076","14,740",63
MS,"338,079","1,291","7,697",22
IN,"152,396","1,732","4,009",15
KS,"65,807",0,763,0
FL,"5,942,174","5,044","74,310",11
MS,"149,190","1,586","4,219",41
MA,"125,699",306,"9,281",21
CO,"353,955","1,920","4,934",22
AS,4,0,0,0
NYC,46,21,1,0
AR,"59,583",838,756,17
ND,"1,518",27,36,1
PA,0,0,0,0
IA,"20,804",696,580,6
OH,"1,933",280,39,10
KS,"14,990",547,272,2
RMI,0,0,0,0
UT,"413,950",282,"2,363",8
AL,"98,530","1,839","2,605",48
WV,"1,362",15,54,1
KS,"8,958",0,185,0
IN,1,1,0,0
OK,"69,651",565,"1,115",12
GU,"7,749",1,133,0
GU,"48,968",0,363,0
RMI,4,0,0,0
MA,"1,034,731","8,602","19,963",36
PW,0,0,0,0
OH,"1,020,041","2,475","18,611",0
MA,"75,333","1,612","5,263",116
WV,"200,308","1,008","3,151",3
NYC,"2,270,295","2,133","39,556",51
WA,"1,666,417","3,738","13,275",36
MA,"97,291",326,"7,273",34
TN,"1,378,050","3,894","20,467",18
AK,"44,702",308,273,2
SD,"230,240",0,"2,687",0
TX,"2,914,643","2,448","50,385",31
AR,743,5,14,2
WV,"535,208","1,995","7,069",5
OK,730,69,3,2
AS,0,0,0,0
WV,"422,265","3,378","5,645",36
AR,"326,499",459,"5,437",27
PW,0,0,0,0
WA,"86,931",666,"2,100",0
MA,"108,740",178,"8,587",13
AS,0,0,0,0
KS,"827,301","7,626","8,966",9
IN,"41,438",425,"2,478",16
ND,"251,213",432,"2,296",0
AS,3,0,0,0
IA,"328,139",713,"5,223",27
MP,"11,333",0,34,0
RMI,4,0,0,0
MP,187,0,2,0
AL,"544,704",165,"11,454",7
TN,"2,050,088",723,"26,380",9
AL,"1,442,718",868,"20,150",12
UT,29,8,0,0
OH,"653,650",0,"8,456",0
PW,4,0,0,0
TN,"37,317",839,556,14
FL,"4,956,627","55,141","64,453",155
NM,"1,711",114,51,7
OH,"849,704","7,271","10,518",109
NY,"3,160,489","1,757","28,818",21
WV,"520,896",632,"6,997",4
AR,"328,045",264,"5,515",8
PR,"438,366","5,865","3,673",42
PA,"2,771,566",788,"43,962",53
MA,"1,743,980","5,749","20,237",15
GA,"2,778,580",0,"39,173",0
MS,"12,756",223,827,14
WV,113,17,0,0
NM,"518,705",148,"7,333",18
MA,"1,910,108","4,389","20,835",17
GU,"19,414",7,270,0
TN,"98,041","2,486",999,21
TX,"2,886,713","3,486","49,980",35
MP,122,0,2,0
GU,"3,538",111,63,2
OH,"1,829,367","10,025","28,028",434
RMI,4,0,0,0
TX,"412,107","8,800","9,718",266
NY,"1,442,927","2,295","21,800",14
MS,"321,122",199,"7,462",2
MS,"904,905",0,"12,766",0
NY,"877,624","3,053","17,440",44
ND,"262,554",0,"2,329",0
OH,"153,987","1,080","4,804",21
MS,"47,115","1,356","1,796",30
WA,"18,846",170,"1,031",29
MA,"709,810",41,"17,992",2
MA,"842,652","1,454","18,911",15
NY,"114,784","2,419","4,260",153
RMI,"10,802",890,14,0
CO,1,0,0,0
AR,"170,924","1,542","2,660",40
WA,"1,479,287","1,138","12,650",5
SD,"91,038",631,"1,259",16
MA,"1,685,937",0,"20,029",0
CO,"1,483,745","1,421","12,548",-1
FL,"1,169,982","11,491","21,598",114
IN,"1,080,505","3,133","17,369",53
NY,"2,635,584","1,284","27,019",10
GU,"33,108",777,294,4
GU,"7,745",3,131,0
OK,"443,284",215,"7,163",2
CO,"416,714",843,"5,733",2
ND,"89,788",231,"1,231",6
GU,"19,308",1,267,0
IA,"766,593",0,"9,533",0
OK,"674,359","1,157","11,272",0
AS,4,0,0,0
FL,"1,703,532","10,381","28,899",153
KS,"304,719",483,"4,930",-8
SD,"148,141",107,"2,174",1
NM,"7,493",129,334,8
WA,"735,480","2,355","8,767",40
TX,"385,923","4,267","8,959",239
MA,"633,081","2,050","17,215",37
AL,"1,349,313","1,185","19,806",4
MP,190,0,2,0
ND,"110,958",32,"1,536",0
PA,"51,000","1,403","2,418",64
AL,"544,340",74,"11,440",7
MP,30,0,2,0
HI,"79,697",135,861,4
GU,"7,780",0,134,0
KS,"27,812",0,358,0
TN,"1,878,297","9,647","22,776",156
IN,"79,676","1,044","3,110",15
GA,"1,528,898","3,784","24,641",64
CO,"637,808","2,370","7,274",20
OH,"151,802",993,"4,746",5
NYC,"950,624",184,"33,302",14
IN,"64,299",621,"2,912",8
OH,"770,977","8,374","9,599",55
IA,"370,715",90,"6,035",0
PW,"3,122",77,1,1
GA,"2,905,400",0,"40,281",0
NYC,"2,278,978",429,"39,836",24
GA,"48,744",942,"2,147",24
AR,"505,297",781,"8,176",10
IN,"744,148",452,"13,601",0
IA,"562,463","2,112","7,799",119
NY,"1,594,932","8,853","22,344",42
TX,"7,543,647","9,122","87,982",36
AS,18,0,0,0
NM,"190,716",225,"3,811",7
HI,"70,083",454,655,0
CO,"1,285,021","12,171","10,799",0
GU,"19,531",30,270,0
MA,"375,178","7,260","12,613",84
PR,"545,104","2,623","4,210",0
IN,"141,212","1,943","3,862",28
GU,"57,104",64,389,0
KS,"770,275",0,"8,397",0
PA,"162,415",924,"8,106",3
RMI,0,0,0,0
NY,"2,499,378","7,227","25,416",82
AK,668,3,16,1
RMI,"15,213",0,17,0
FL,"2,209,386","3,808","35,878",58
FL,95,42,5,2
FL,"697,109","2,667","16,361",48
AK,"124,751",691,642,16
ND,"252,654",358,"2,296",0
GU,"19,390",18,270,0
AS,0,0,0,0
TN,"66,983","2,100",767,18
WA,"4,575",121,195,6
AL,"528,656",377,"11,225",11
OK,"963,655",0,"12,044",0
TX,"5,934,240","58,118","76,875",77
AK,"56,398",67,325,2
OK,0,0,0,0
IA,"132,123","1,762","1,741",24
WA,"423,945",831,"5,673",20
NY,"3,056,075","3,674","28,404",15
GA,"1,484,274","8,278","23,741",156
UT,"1,015,442",0,"4,928",0
AR,"889,108","1,735","11,643",8
AK,"54,857",39,313,1
NM,"28,487",263,816,6
CO,"28,517",133,"1,543",16
PA,"145,688",600,"7,780",20
WV,"595,044",0,"7,364",0
UT,"416,684",287,"2,380",1
SD,"228,938",769,"2,665",5
GA,"267,034","2,494","5,262",106
NYC,"223,278",504,"23,117",16
IN,"754,724",407,"13,853",8
PA,"1,502,124","5,725","30,418",82
WV,0,0,0,0
OK,"109,718","1,426","1,568",16
FL,"3,625,476","2,878","59,852",115
UT,"1,004,426",0,"4,884",0
IN,"611,540","2,532","9,946",23
PW,7,0,0,0
FL,"741,345","1,741","17,263",52
AS,11,0,0,0
OH,"3,049,546",0,"39,406",0
CO,"2,619",335,51,4
MP,75,0,2,0
AL,0,0,0,0
WA,"1,472,940","1,507","12,602",13
OK,"461,811",259,"7,413",1
PR,"26,602",230,685,10
GA,"363,775","1,258","7,638",31
PW,"5,308",0,6,0
IA,"161,803","3,899","1,874",24
WA,"134,766","2,629","2,548",29
PR,"487,123","1,278","4,177",1
IA,"483,409","2,202","6,848",0
TX,"3,393,841","13,517","53,564",194
NYC,"317,076","1,186","24,002",8
HI,0,0,0,0
WA,"1,399,552","3,198","11,615",0
AS,"5,854",32,26,0
GA,"1,536,467","3,785","24,772",67
WV,"11,808",147,254,4
IN,"1,689,663",303,"23,334",25
FL,"6,573,799","12,013","76,921",62
PR,"140,528",40,"2,518",0
PA,"75,411",724,"5,555",18
AK,"60,379",86,339,1
TN,"851,833",803,"12,322",10
IN,"954,230","2,104","15,462",0
ND,"151,041",574,"1,788",4
NY,"528,633","6,868","12,354",91
ND,"245,476",0,"2,283",0
GU,"7,810",3,134,0
ND,"111,837",163,"1,540",1
RMI,4,0,0,0
AS,0,0,0,0
OH,"3,117,109",0,"39,675",0
RMI,4,0,0,0
OH,"1,580,271","4,952","25,282",215
NM,0,0,0,0
TN,"170,683","1,387","2,078",14
IA,"722,589","2,886","8,657",156
IN,"1,669,872","1,468","22,251",65
OK,"1,031,896",751,"13,889",159
IA,"176,695","5,452","1,949",18
NYC,"2,615,407","2,704","40,785",6
NY,"487,062","7,564","11,812",133
PW,"5,083",0,6,0
RMI,4,0,0,0
PA,"1,226,077",413,"27,827",0
AS,0,0,0,0
SD,"237,535",0,"2,901",0
PW,"3,045",89,0,0
NM,0,0,0,0
AK,"72,988",235,382,0
PA,"1,178,460","2,578","26,532",38
UT,"410,746",369,"2,324",0
HI,"39,000",259,526,2
MA,"2,013,992",0,"21,463",0
AL,"1,306,646",652,"19,700",4
NY,"479,498","6,260","11,679",120
AK,"241,959",0,"1,202",0
PA,"2,708,830","5,422","41,897",116
MS,"507,775",0,"10,182",0
GA,"186,426","4,183","3,671",29
KS,"227,745","5,312","2,879",138
PR,"773,215","4,911","4,571",10
AL,"1,301,009",339,"19,668",3
NM,0,0,0,0
CO,"558,302",358,"6,754",14
TN,"182,341",664,"2,233",15
TN,"863,511",235,"12,539",5
PW,0,0,0,0
MP,69,0,2,0
FL,"656,709","2,273","15,369",75
MA,"1,926,543",0,"20,953",0
CO,"57,783",432,"1,937",6
PR,"946,966","1,133","5,066",3
RMI,4,0,0,0
AS,0,0,0,0
TN,"2,239,832","3,297","27,223",3
NM,"41,863",823,912,2
ND,"70,016","1,404",818,23
PA,"2,917,047","3,807","45,184",15
AR,"422,866","2,203","6,539",41
TN,"585,075","9,159","6,907",97
KS,"297,748",0,"4,824",0
AK,839,18,17,1
ND,"102,639",56,"1,466",0
GA,"2,480,368","1,382","36,367",73
PR,"64,696",754,"1,259",10
PR,"140,295",68,"2,507",1
PW,2,0,0,0
OH,"62,856","1,525","3,032",26
KS,"307,865",165,"4,970",2
IN,"1,693,565",487,"23,509",16
TN,"22,210",230,360,4
KS,"389,070",959,"5,770",2
SD,"115,203",237,"1,919",4
FL,"2,910,699","22,538","43,473",307
TX,"2,988,457","1,610","51,462",13
HI,"238,763",0,"1,395",0
HI,"87,241",384,"1,054",2
KS,"47,410",496,495,10
AK,"53,273",157,308,0
AK,"188,612",0,"1,018",0
OH,247,78,3,2
TN,"195,502","1,142","2,501",47
PW,0,0,0,0
GU,"8,769",44,143,0
AR,"130,318","2,312","2,148",4
AL,0,0,0,0
IA,"859,502",513,"10,125",28
AL,"26,142",819,"1,076",14
UT,"914,028","3,128","4,300",39
MS,"458,420","3,138","8,870",59
IN,"112,027",522,"3,494",7
MA,"731,821","1,440","18,121",9
MP,265,0,2,0
PA,"2,077,224","17,611","36,715",1
FL,"3,720,703","2,350","62,333",27
KS,"773,796",0,"8,597",0
MP,146,0,2,0
GU,"1,863",0,23,0
NYC,"1,290,377","20,454","35,129",28
UT,"1,026,812",0,"4,968",0
SD,"164,292",571,"2,320",2
SD,"26,441",535,274,14
AS,"7,471",0,33,0
IN,"1,738,843",0,"23,740",0
WV,"128,117",228,"2,216",4
NYC,"968,490",968,"33,508",2
AS,4,0,0,0
MS,"794,721",0,"12,399",0
WV,"492,276",0,"6,440",0
MA,"352,736","3,134","12,317",63
HI,"32,165",99,475,1
OK,"6,515",86,328,2
PW,10,0,0,0
AL,"495,786","2,666","10,612",14
RMI,4,0,0,0
UT,"18,135",310,160,2
FL,756,225,22,8
FL,0,0,0,0
KS,"834,820",0,"8,971",0
ND,"111,331",104,"1,538",0
WV,"513,953",0,"6,945",0
GA,"618,576","10,286","10,582",63
PR,"915,251","2,466","4,940",10
AS,0,0,0,0
GU,"2,147",73,35,4
AK,"65,587",89,341,0
CO,"560,310",312,"6,788",12
ND,"99,780",69,"1,445",3
UT,"54,646",585,420,4
NM,"209,118",211,"4,397",3
KS,"5,030",284,134,3
NYC,"2,137,022","12,682","36,963",262
RMI,"15,213",0,17,0
GU,"48,401",32,358,1
AS,0,0,0,0
PA,"237,972","3,163","9,020",5
WV,"429,016","4,003","5,674",24
OH,"2,226,881","19,611","30,435",363
PW,0,0,0,0
KS,"482,232",0,"6,768",0
AK,"58,645",152,332,1
AR,"113,057",867,"1,958",33
IN,"673,661",708,"12,826",10
KS,"24,104",0,308,0
KS,"770,275",0,"8,397",0
NY,"188,629",336,"8,826",4
MS,"289,019",753,"6,877",8
MS,"313,545",282,"7,328",8
RMI,0,0,0,0
KS,"332,933","1,001","5,255",8
GU,0,0,0,0
RMI,4,0,0,0
IA,"748,057",0,"9,085",0
TN,"1,283,556","1,267","16,482",32
MA,0,0,0,0
NM,865,71,16,3
IN,"94,891",695,"3,293",15
TX,"2,975,701",526,"51,314",20
AS,0,0,0,0
MS,"812,502",669,"12,477",6
PR,"936,095","1,785","5,016",9
NM,"9,933",88,433,6
MP,"11,221",0,34,0
IA,0,0,0,0
AS,0,0,0,0
PW,7,0,0,0
PA,0,0,0,0
PW,0,0,0,0
HI,614,3,17,0
PA,"3,254,503",0,"47,213",0
GU,"18,286",99,242,4
AK,"36,696",555,233,3
TX,"4,337,687","8,146","72,956",74
FL,"1,808,174","7,238","31,034",126
GU,"1,619",0,14,1
OH,"4,450",407,142,23
AR,"146,190","1,017","2,387",30
PW,0,0,0,0
TN,"1,273,972","1,027","16,243",60
FL,"5,953,073","6,471","74,343",16
CO,"562,090",399,"6,814",12
SD,"24,876",278,248,0
PR,967,20,104,2
GA,"791,324","9,036","11,975",172
PR,"50,641",212,"1,031",13
NYC,0,0,0,0
FL,"666,617","3,498","15,568",61
SD,"3,663",49,39,5
NY,"1,149,326",631,"19,742",6
AS,0,0,0,0
PR,0,0,0,0
RMI,4,0,0,0
MP,143,0,2,0
IN,0,0,0,0
AK,"149,815",224,945,4
KS,"286,102",0,"4,364",0
KS,"770,977",0,"8,501",0
AS,4,0,0,0
CO,"597,358","2,195","7,055",8
AR,"596,409","7,787","9,278",22
RMI,4,0,0,0
NY,"1,131,817","1,939","19,540",18
NM,"202,102",117,"4,021",0
HI,"235,797",0,"1,370",0
WA,"65,162",588,"1,736",12
GU,"8,529",7,143,0
MA,"131,584",512,"9,469",14
AL,"1,384,936","2,687","19,913",7
ND,"3,495",37,79,1
TX,"6,369,286","18,058","79,412",43
MP,"12,866",0,39,0
AK,"55,950",150,322,0
FL,"2,144,656","5,647","35,160",63
ND,"225,508","1,788","2,107",14
GU,27,13,1,1
PW,"5,269",0,6,0
UT,"928,621",0,"4,730",0
GA,"50,650",524,"2,180",20
AK,"246,345",0,"1,220",0
FL,0,0,0,0
OH,"596,178","11,412","7,894",117
AS,"5,663",0,21,0
WV,"569,322","1,896","7,206",3
MS,"321,559",84,"7,471",1
NYC,"2,563,613","8,354","40,638",4
TN,"2,015,918",338,"25,482",5
PR,"938,220","2,125","5,028",12
CO,"1,429,763",789,"12,100",39
WV,"4,244",98,96,0
TX,"137,624","5,707","2,904",72
NYC,"2,296,905","1,603","40,046",15
KS,"5,458",213,137,1
WV,"517,249",696,"6,971",9
SD,"11,425",149,161,0
NY,"110,706","2,356","3,940",153
ND,"239,672",43,"2,242",0
PA,"1,164,514","1,646","26,276",1
PW,0,0,0,0
MA,"1,838",679,33,7
CO,"1,402,423",976,"11,729",24
MP,38,0,2,0
AK,"22,231",755,155,7
IA,"388,248",975,"6,210",0
OH,"2,658,276",918,"37,018",196
IN,"109,683","1,037","3,476",16
OH,"2,780,653",0,"38,657",0
FL,"18,454","1,073",601,40
