state,tot_cases,new_case,tot_death,new_death
PA,34,9,0,0
NM,"286,086","3,344","5,124",11
MA,"740,626","1,579","18,165",11
WA,"466,948","1,355","6,081",3
OH,"114,165","1,119","3,975",20
IN,"1,118,335",0,"17,712",0
SD,"94,727",391,"1,361",11
ND,"268,307",0,"2,364",0
PW,0,0,0,0
GU,"49,075",107,363,0
AS,0,0,0,0
NM,"282,742","1,460","5,113",12
IN,"779,317","1,900","14,038",7
GA,"262,099","1,812","5,132",40
PA,"256,112","5,592","9,194",49
TN,"874,914",973,"12,647",8
FL,"6,640,001","11,693","77,274",69
FL,"4,782,842","49,230","64,015",131
PW,0,0,0,0
FL,"2,361,471","4,898","38,285",25
IN,"997,615","1,274","16,302",64
IA,"395,951",784,"6,226",0
SD,0,0,0,0
AR,"856,307",764,"11,550",10
ND,"253,677",0,"2,299",0
RMI,7,0,0,0
MP,143,0,2,0
IN,"1,914,351","1,788","24,605",24
WA,"13,705",219,765,16
FL,"220,371","10,496","4,374",101
MA,"771,267","1,423","18,298",3
AR,"311,608",565,"5,212",13
KS,"314,417",105,"5,076",0
AS,0,0,0,0
PW,0,0,0,0
PA,"1,288,595","3,845","28,180",22
NYC,"240,787",227,"23,461",4
MA,109,0,0,0
NM,"25,178",136,729,2
MA,"608,318","1,941","16,838",35
IN,"1,690,144",0,"23,356",0
SD,"42,000","1,270",384,9
MA,"1,279,928","29,163","20,568",58
NYC,"285,756","2,008","23,829",9
PW,0,0,0,0
HI,"97,022",0,"1,071",0
AL,"537,508","5,329","11,302",4
PW,0,0,0,0
IA,"10,404",293,219,12
IN,0,0,0,0
HI,"36,834",57,516,0
AL,"479,542","1,044","10,177",26
NYC,"948,042",471,"33,197",12
ND,"240,968",54,"2,268",5
GU,"7,939",16,136,0
NM,"179,323",533,"3,371",18
CO,"337,691","1,296","4,592",6
WA,"1,780,866","2,550","14,005",0
NY,"1,316,837","3,294","20,799",29
ND,"110,926",27,"1,536",4
AS,3,0,0,0
GA,"1,688,806","2,474","30,911",10
PA,"93,353",792,"6,740",-6
HI,"234,659",0,"1,367",0
NM,"33,362",379,862,4
AL,"165,411","1,085","4,218",15
AL,"794,924","1,418","15,382",52
SD,"23,986",464,248,11
NYC,"255,448",584,"23,604",8
ND,"144,748",189,"1,718",0
HI,59,10,0,0
NY,"2,665,247","1,170","27,221",8
NYC,"2,770,006",0,"41,323",0
PR,"136,596",279,"2,365",5
AK,"238,420",0,"1,189",0
MP,36,0,2,0
MA,"105,629",172,"8,350",16
SD,"127,991",295,"2,057",1
MP,"13,171",0,40,0
CO,"402,239","1,575","5,569",17
PW,"3,922",23,6,0
IA,"856,645",0,"10,077",0
KS,"316,178",164,"5,125",0
SD,"7,652",80,111,2
CO,"996,599","8,838","10,335",42
FL,"5,899,597","3,605","74,142",12
NM,"425,920","5,728","6,205",28
AS,0,0,0,0
SD,"236,221",89,"2,820",6
WA,"700,371","1,357","8,300",22
NYC,"2,838,693","1,423","41,738",24
MP,105,0,2,0
TN,"8,599",452,170,4
WV,"310,245","1,260","5,142",28
AL,"450,532","3,547","9,336",61
MA,"331,174","3,800","11,994",73
GA,0,0,0,0
MP,236,2,2,0
NYC,"240,216",351,"23,451",4
SD,"21,997",259,223,5
CO,1,1,0,0
WV,"561,275",0,"7,184",0
TX,"2,944,003",159,"50,957",29
WV,"316,391",820,"5,211",20
NYC,"2,819,164",0,"41,617",0
NM,"128,930","1,430","2,068",26
OH,"1,110,847",147,"20,281",0
GU,82,5,3,0
GU,"7,521",0,128,0
AL,"94,975","1,862","2,509",38
IN,"1,747,486",0,"23,778",0
WA,"506,413","3,536","6,239",24
AK,"255,425",0,"1,252",0
ND,"12,629",362,150,2
GA,"2,403,125",0,"33,402",0
GA,"1,641,036",0,"29,483",0
SD,"170,800",384,"2,392",8
WA,"640,778","3,110","7,494",60
WA,"438,350",811,"5,836",15
HI,"11,744",90,122,2
WA,"1,431,961",697,"12,025",0
AL,"133,472","1,051","3,592",28
KS,"13,538",0,264,0
AL,"1,275,540","1,218","19,064",30
RMI,0,0,0,0
NYC,"970,468","1,008","33,514",3
FL,2,2,0,0
OK,"447,176",220,"7,236",5
IA,"479,153",0,"6,848",0
FL,"1,061,764","9,409","20,571",98
NM,"7,364",112,326,6
AS,0,0,0,0
IN,"784,622","1,648","14,057",0
IA,"19,244",288,531,8
ND,"115,666",354,"1,553",0
MA,"1,679,034",787,"23,708",29
ND,"109,135",31,"1,504",0
WA,"1,386,888","2,476","11,373",0
GU,"7,079",27,115,0
NYC,"10,532","2,976",56,24
CO,"398,179","1,213","5,512",7
IN,"651,307",890,"12,195",40
TX,"71,613","1,693","2,044",25
MA,"177,541","2,660","10,282",32
NYC,"653,967","2,383","27,922",82
PA,"2,834,586",0,"44,757",0
PA,"199,050","2,158","8,654",29
PW,"5,269",0,6,0
UT,"56,401",383,426,-1
MS,"317,590",156,"7,403",3
NY,"1,960,358","35,752","23,670",59
GA,"4,236","1,012",130,27
PA,"70,838",777,"5,124",28
ND,"243,345",0,"2,276",0
MA,"111,533",162,"8,706",15
CO,"979,339","7,380","10,271",0
AK,"279,888",0,"1,304",0
IA,"762,557",521,"9,510",0
PW,0,0,0,0
UT,"460,984","1,109","2,624",1
GA,"2,893,001",0,"40,025",0
GU,0,0,0,0
RMI,18,0,0,0
GU,"47,181",59,343,1
AK,"283,562",0,"1,356",0
HI,"38,284",218,524,3
NY,"3,225,737","1,963","29,079",28
GA,0,0,0,0
PW,0,0,0,0
WA,"1,580,311","1,824","12,919",0
MS,"836,757",0,"12,526",0
PW,"5,181",0,6,0
GU,"19,427",13,270,0
AR,"313,348",320,"5,275",10
TX,"4,104,149","8,095","65,690",257
RMI,4,0,0,0
OK,"1,042,136",0,"14,346",0
FL,"5,846,624","1,492","73,720",21
AK,"11,024",210,91,0
UT,"522,372","1,091","3,008",7
UT,"389,760",407,"2,159",2
SD,"107,795",187,"1,763",24
MS,"918,874",0,"12,821",0
PA,"48,134","1,597","2,292",97
SD,"76,142",0,849,0
RMI,18,0,0,0
WA,"227,277","2,044","3,131",25
OK,"648,791",0,"10,966",0
PW,"5,308",0,6,0
CO,"56,420",199,"1,919",1
ND,"233,538",815,"2,146",3
PA,"2,592,691","10,860","39,749",189
MA,"2,021,331",0,"21,536",0
CO,"1,658,308",667,"13,333",-1
AK,"67,664",16,362,0
GA,"2,852,706",0,"39,632",0
KS,"315,850",81,"5,106",0
GU,"9,081",63,144,1
ND,"17,607",377,192,8
MP,162,0,2,0
FL,"331,326","10,137","5,952",192
SD,"146,594",755,"2,161",1
ND,"103,460",161,"1,466",0
OH,"274,457","7,101","5,658",35
AK,"67,541",34,362,0
GU,"4,628",162,79,3
TN,"962,051","5,395","13,045",27
PW,10,0,0,0
KS,"442,232",590,"6,534",0
TX,"640,370","2,060","15,387",70
FL,"5,916,785","4,579","74,211",17
PR,"891,171","2,106","4,852",2
RMI,4,0,0,0
OH,"1,572,197","4,363","25,067",0
PW,"5,165",0,6,0
AR,"79,946",897,"1,265",19
NM,"260,761",606,"4,869",0
SD,"74,858","1,010",821,2
MP,184,0,2,0
TX,0,0,0,0
KS,"317,534",115,"5,147",0
GU,"51,769",181,371,0
MA,"101,334",58,"7,791",36
NYC,"145,573","3,676","14,253",476
IA,"347,205",758,"5,689",6
ND,"111,003",3,"1,537",0
WA,1,0,0,0
MA,"356,934","4,198","12,393",76
PW,7,0,0,0
ND,"154,950",499,"1,815",11
AS,3,0,0,0
OK,"39,407",385,616,12
ND,"7,508",181,112,2
TN,"264,600","2,994","3,454",75
AK,"68,112",81,366,0
PA,"2,917,047",0,"45,184",0
UT,"20,986",505,170,2
GA,"2,905,400","5,046","40,281",110
MS,"267,936","1,029","6,514",14
MS,"311,278",278,"7,277",3
UT,"413,317",309,"2,351",4
AK,"44,826",124,274,1
OH,"675,044","4,519","8,571",62
AK,"1,186",18,18,0
MA,"25,475","1,557","1,101",119
GA,"1,659,491","1,128","30,358",60
AS,0,0,0,0
MP,"13,171",0,40,0
ND,"110,734",5,"1,528",0
SD,"56,311",907,537,1
TX,"3,066,674","1,565","51,853",5
OH,"67,995","1,142","3,069",5
IN,259,58,0,0
GA,"1,634,093","1,223","29,065",126
AS,0,0,0,0
TN,"231,619","1,942","2,952",30
TN,"3,146",252,37,5
KS,82,18,2,0
HI,"36,680",34,515,0
MP,"13,120",0,40,0
SD,"257,547",0,"2,993",0
WA,"470,863","1,066","6,100",3
WV,"578,535",0,"7,268",0
IA,"408,390","1,822","6,307",39
TX,"6,464,783","6,358","81,030",42
IA,"51,793",858,973,7
IN,"725,353","1,139","13,346",10
GU,"48,119",6,354,0
MS,"922,493",0,"12,853",0
RMI,18,0,0,0
PW,0,0,0,0
FL,"3,488,848","9,444","55,443",256
NM,"25,460",108,746,7
PA,"1,338,313","5,005","28,535",37
GA,"1,094,580",812,"20,009",34
AL,"1,473,904","2,697","20,276",6
PW,21,0,0,0
WA,"61,586",871,"1,672",19
AK,"3,138",145,34,1
TN,"1,443,477","7,694","20,881",0
TN,"813,450","1,576","11,997",21
MS,"503,322","1,670","10,057",8
GA,"132,869","3,676","3,104",13
PR,759,30,73,2
UT,"495,704","1,326","2,829",25
OK,"842,996","31,607","11,740",0
HI,"28,509",86,448,0
IA,"834,877",0,"9,882",0
NY,"45,704","5,132",508,113
FL,0,0,0,0
TN,"184,890",914,"2,275",14
TN,0,0,0,0
GA,"202,908","2,742","3,921",79
NM,"212,577",607,"4,414",2
PW,2,0,0,0
GA,"1,076,644","1,913","19,548",25
IN,"318,902","6,374","5,541",63
IA,"356,509",441,"5,857",8
NM,"300,101","1,788","5,238",23
PW,0,0,0,0
PA,"1,333,308","4,197","28,498",52
ND,"6,660",58,105,2
NYC,"229,314",201,"23,280",8
OH,"1,024,011",0,"18,646",0
OK,"424,271",841,"6,582",26
MA,"101,853",199,"7,859",23
SD,"108,250",180,"1,778",3
AR,"28,367",503,321,2
NM,"206,252",124,"4,351",1
AR,409,23,5,2
NY,"159,024",883,"7,550",54
AS,"8,247",0,34,0
OH,"112,003","1,122","3,929",22
NY,0,0,0,0
AR,"324,818",165,"5,319",22
KS,"447,794","2,705","6,618",5
TX,"4,081,849","10,012","65,062",277
PW,"5,348",0,6,0
PR,"183,811",56,"3,211",0
OH,"30,167",731,"1,836",55
PA,"3,072,445","6,991","46,118",31
GA,"1,054,430","1,410","18,926",77
AL,"1,458,908","2,479","20,226",9
OK,"454,394",178,"7,329",2
SD,"18,869",173,202,0
AS,0,0,0,0
AS,0,0,0,0
NM,"544,867",985,"7,873",7
RMI,7,0,0,0
FL,"723,605","2,679","16,943",48
WA,"1,417,878","2,440","11,831",0
NY,"3,048,066","2,647","28,351",0
TX,"2,953,238",637,"51,065",23
FL,"1,835,965","4,106","31,562",102
AL,"489,730",969,"10,497",24
RMI,0,0,0,0
OH,"1,551,705","3,917","24,763",236
PA,"136,141",511,"7,624",19
AS,"6,505",0,31,0
NY,"2,618,993","2,086","26,768",19
PA,"2,792,250","1,232","44,441",16
WA,"1,695,849","2,918","13,404",24
AS,0,0,0,0
IA,"42,199",528,827,1
MA,"41,199","1,556","2,642",162
AR,"290,856","1,892","4,766",24
HI,"36,777",63,516,1
GA,"2,556,044",0,"38,198",0
UT,"909,109","1,935","4,250",13
NY,"132,768","1,261","5,060",113
RMI,4,0,0,0
PR,"182,504",168,"3,191",5
PW,"5,445",15,6,0
IN,"1,899,553",0,"24,483",0
ND,"199,213","2,914","2,047",0
OK,"292,848","4,842","4,081",51
NYC,"951,765",91,"33,321",6
RMI,4,0,0,0
AL,"546,754",177,"11,498",5
HI,"2,567",143,26,0
MA,"855,230","3,308","19,003",7
AS,57,0,0,0
TN,"2,010,070",278,"24,713",1
CO,"1,329,567","10,709","11,005",52
ND,"110,735",1,"1,528",0
RMI,4,0,0,0
NY,"163,392",732,"7,830",68
GU,599,22,5,0
UT,"526,401","1,845","3,042",17
WV,"261,133",689,"4,134",26
TX,"2,571,063","3,766","44,768",184
WV,"28,805",401,530,28
IA,"759,721",246,"9,454",0
CO,"1,632,857",630,"13,156",5
KS,"864,361",0,"9,019",0
AK,"151,583",0,947,0
TX,"2,048",317,58,12
AR,"356,131",671,"5,950",2
MS,39,11,4,2
KS,"775,813",0,"8,635",0
NY,"2,624,250","1,557","26,865",24
FL,"6,778,403","12,667","78,132",66
IA,"766,593","1,103","9,533",0
KS,"1,760",172,88,8
AL,"408,364","3,840","8,159",78
PA,"1,197,491","1,397","26,965",40
ND,"91,465",110,"1,266",2
RMI,4,0,0,0
UT,"2,453",61,20,2
UT,"514,773","1,264","2,962",11
GA,378,95,6,5
ND,867,64,17,1
ND,"109,440",78,"1,507",1
OK,"334,353","2,971","4,735",51
WV,"275,396",888,"4,511",21
WV,"164,279",37,"2,901",2
ND,"75,478","1,077",887,4
PW,0,0,0,0
NM,"10,565",135,454,3
TN,"2,319,725",716,"27,538",0
PR,0,0,0,0
TX,"4,391,567","5,735","73,658",90
GA,"43,519",838,"1,973",64
AR,"5,775",163,115,2
OK,"508,834","2,814","7,638",7
CO,"6,648",370,250,24
NM,"204,044",125,"4,294",2
RMI,4,0,0,0
NY,"121,117","3,512","4,552",145
AR,"31,762",648,353,12
PR,"3,377",85,157,2
CO,"439,004",690,"5,952",1
IN,"533,356","3,407","8,633",147
OK,"453,970",80,"7,325",1
WA,244,90,24,3
WV,"42,083",969,682,15
AR,"485,452",568,"7,482",24
TN,"1,374,156","4,653","20,449",0
ND,"265,310",0,"2,354",0
WA,"1,774,888","1,154","13,952",17
GA,"370,047","2,037","7,729",25
GU,"23,115",198,274,0
TX,"3,970,552","11,044","62,033",463
PA,"1,538,296","3,414","30,972",8
SD,"253,232",0,"2,973",0
KS,"67,862",0,771,0
RMI,0,0,0,0
MP,190,0,2,0
NY,"210,017",313,"9,015",0
AR,0,0,0,0
MA,"686,243","1,613","17,588",11
MP,"3,453",61,18,0
AL,"838,877",611,"16,338",6
WV,"152,733",432,"2,674",1
OK,"1,182,071",0,"14,765",0
IA,"333,501",433,"5,400",26
NM,"470,513","5,269","6,417",26
PR,"16,887",51,439,10
PR,"185,176",178,"3,236",2
CO,"28,833",133,"1,573",20
WV,"39,598","1,118",658,19
AK,"246,345","1,431","1,220",1
MS,"56,587","1,137","2,059",40
AR,"849,144",670,"11,512",0
PR,"185,581",132,"3,241",3
NYC,"1,018,844","1,636","33,741",11
KS,"115,507",0,"1,259",0
IA,"743,773",0,"8,948",0
GU,"2,617",0,49,0
IN,"1,176,411","5,461","18,332",60
NY,"1,602,574","7,642","22,374",30
OH,"2,132,266","19,442","29,674",0
NM,"181,060",299,"3,441",12
WA,"1,717,162","3,165","13,526",17
FL,"997,657","9,932","19,903",89
IN,"649,628","1,230","12,137",24
HI,"79,562",151,857,5
TN,"774,474","1,222","11,534",33
MP,289,1,3,0
SD,"131,082",153,"2,064",1
WA,"1,453,823",626,"12,460",6
FL,"3,729,665","1,765","62,459",27
SD,"124,986",38,"2,041",0
NM,"6,096",158,265,5
NY,"3,203,025","2,274","28,990",0
UT,"443,488","1,243","2,521",3
PR,"138,137",138,"2,429",3
GA,"1,124,080",239,"20,838",1
KS,"772,222",0,"8,524",0
AS,3,0,0,0
SD,"238,635",0,"2,917",0
WA,"830,066","5,046","9,784",0
WV,0,0,0,0
OH,"484,297","9,273","7,022",63
PR,"18,107",472,487,11
CO,"30,856",180,"1,647",4
AK,"257,263",0,"1,252",0
OH,"1,053,175","1,076","18,991",0
AS,5,0,0,0
TN,"873,464",623,"12,638",3
RMI,4,0,0,0
IN,"713,959","1,101","13,245",15
MA,"29,918","1,755","1,586",184
TX,"22,806",862,813,33
AS,1,0,0,0
UT,"13,429",381,134,3
PR,"185,337",94,"3,237",1
NYC,"214,364",370,"22,763",21
ND,308,15,8,1
TN,"841,386","1,070","12,204",7
GU,"8,689",16,143,0
CO,"1,013,041","16,442","10,354",19
IA,"229,448","1,485","2,403",27
MP,"12,948",82,39,0
OK,"1,201,654",0,"14,884",0
AS,4,0,0,0
PR,"484,286","1,114","4,172",1
AL,"732,249","4,412","13,993",72
NYC,"299,457","2,284","23,908",12
IN,"817,149","4,103","14,221",14
WV,1,1,0,0
NY,"327,257","3,962","9,911",42
MA,"1,987,385",0,"21,285",0
RMI,0,0,0,0
NY,"1,301,280","3,286","20,670",19
PW,"1,481",74,0,0
MP,"11,022",37,33,2
FL,"2,296,125","1,501","37,371",32
IA,"92,989",405,"1,389",6
AR,"819,426",495,"10,497",32
OH,"2,662,425",868,"37,212",0
ND,"262,554",0,"2,329",0
WV,"156,001",321,"2,726",7
GA,"254,163","2,939","4,904",55
MS,"801,527",0,"12,457",0
PA,"24,574","1,311",524,17
WA,"30,265",534,"1,300",16
KS,"778,045",0,"8,691",0
HI,"180,337","3,898","1,115",0
NYC,"2,720,935",0,"41,097",0
AS,0,0,0,0
PR,"167,290","1,125","2,782",11
IN,"750,837",405,"13,755",2
OH,"3,026,110",0,"39,310",0
TN,"1,981",439,13,6
WA,"694,645","2,602","8,234",36
NM,"508,863","1,540","6,794",19
IA,"359,260",387,"5,878",8
WV,"274,508",849,"4,490",15
AS,0,0,0,0
NYC,"246,393",313,"23,522",5
RMI,59,0,0,0
GU,122,11,4,0
TN,"342,017","2,046","4,374",73
SD,"9,663",58,146,0
CO,"5,725",263,193,14
FL,53,23,3,0
MA,1,0,0,0
KS,"11,419",0,245,0
SD,"124,918",24,"2,040",0
PW,0,0,0,0
NM,"240,478",592,"4,604",0
ND,"248,555",209,"2,294",1
MA,"103,628",89,"8,111",16
SD,"71,070","1,328",741,36
AR,"865,592","1,437","11,581",1
ND,"147,571",518,"1,756",5
GA,"866,911","4,753","13,250",4
MP,"5,314",252,23,0
PW,"5,348",0,6,0
MA,"759,869","1,775","18,246",17
IN,"350,979","6,597","5,952",109
ND,"234,675",470,"2,154",3
AK,404,0,11,0
GU,"57,206",102,389,0
AS,4,0,0,0
NM,"129,993","1,063","2,082",14
UT,"342,445","1,761","1,620",0
GU,225,3,5,0
IA,"40,000",527,808,6
MP,"11,263",0,34,0
MA,"1,665,586","4,380","23,157",48
AR,9,3,0,0
AL,"273,658","4,487","5,674",48
NY,"1,333,608","2,721","20,908",21
AK,"21,476",614,148,4
PA,0,0,0,0
RMI,4,0,0,0
TX,"617,333","4,364","14,891",111
AS,"5,923",50,28,1
MS,"4,006",146,283,11
FL,"3,727,900","1,343","62,432",27
WV,"49,905","1,087",778,20
GA,"2,852,706","23,423","39,632",160
GA,"20,856",931,873,35
PA,"117,987",916,"7,204",0
HI,"13,813",89,185,1
PR,"179,329",334,"3,095",9
FL,"3,713,260","1,106","62,232",27
MA,"640,779","2,440","17,301",28
TX,"6,621,379",804,"85,513",34
AK,14,3,1,0
TX,"4,162,041","5,065","67,724",247
TN,"868,533",563,"12,600",4
AS,0,0,0,0
ND,"100,391",113,"1,449",1
AL,"808,173","1,139","15,853",31
GU,"58,221",42,394,0
TX,"111,601","3,866","2,615",38
AK,398,4,11,0
AR,6,5,0,0
WV,0,0,0,0
GU,151,-4,5,0
KS,"302,873",0,"4,932",0
KS,"286,102","1,208","4,364",61
NY,"164,033",641,"7,879",49
CO,"307,734","3,004","3,969",11
AS,0,0,0,0
WA,"290,276","1,620","3,903",0
CO,"62,672",459,"1,988",0
KS,"827,301",0,"8,966",0
PA,"2,094,614","17,390","36,799",84
NM,"195,615",137,"3,899",3
MA,"659,569","1,991","17,408",7
NM,0,0,0,0
WA,"538,986","2,773","6,417",34
AL,"211,544","2,918","4,860",32
AK,0,0,0,0
RMI,4,0,0,0
NYC,"954,925",177,"33,397",7
TX,"6,449,575","12,802","80,760",194
SD,"156,995",0,"2,267",0
RMI,4,0,0,0
OH,"2,666,030","2,195","37,608",198
WV,"183,354","1,448","3,049",13
WV,"382,958","5,223","5,516",0
AS,0,0,0,0
OK,"429,053",641,"6,752",16
OH,"1,168,111","3,303","20,648",0
MP,0,0,0,0
IA,"17,703",126,475,16
RMI,4,0,0,0
IA,"203,975","4,284","2,135",29
PR,850,11,84,1
FL,"1,965,325","4,909","33,493",57
NYC,"1,119,298",0,"34,554",0
NM,"509,178",315,"6,821",27
MA,"454,402","5,955","13,624",70
AR,"407,892","2,620","6,346",24
AK,401,0,11,0
CO,"1,404,997",894,"11,752",0
WV,"295,949","1,155","4,895",27
HI,"39,392",88,529,3
PA,"950,383","2,612","24,262",43
AK,"24,059",641,160,1
OH,"1,140,917","2,317","20,556",0
ND,"105,696",139,"1,479",1
RMI,4,0,0,0
IN,"1,753,119",0,"23,804",0
MA,"681,570","1,563","17,541",10
OK,"1,031,145",530,"13,730",0
TX,"6,512,240","1,884","82,416",84
NY,"29,044","3,299",155,36
ND,"105,215",176,"1,474",1
AK,"117,278",911,571,1
GA,"2,188,320","27,781","32,072",42
PA,"2,977,739",0,"45,580",0
AL,"1,293,547",306,"19,558",11
IN,"858,566","3,535","14,484",73
OH,"15,587",418,711,21
GA,"2,608,172",0,"38,360",0
AS,0,0,0,0
WA,"116,347","1,397","2,439",8
PA,"3,125,967","3,274","46,374",49
TN,"2,166,580","1,672","26,853",0
NYC,0,0,0,0
IA,"319,814",567,"4,906",5
GU,"58,179",21,394,0
RMI,4,0,0,0
AR,"835,035",40,"11,373",2
IN,"1,899,553",0,"24,483",0
ND,"1,571",53,38,2
AR,"322,949",440,"5,254",4
IN,"1,691,050",0,"23,404",0
NYC,"2,831,913",0,"41,695",0
AK,"62,212",243,341,0
AS,0,0,0,0
PR,"450,265","1,727","3,773",19
HI,"6,575",247,47,2
ND,"106,998",189,"1,486",0
TX,"1,364,933","14,391","25,249",192
WA,"104,894",725,"2,296",0
OH,"920,217","2,138","11,659",7
AR,"675,790","11,596","9,430",17
OK,"427,421",421,"6,688",23
KS,"109,225",0,"1,215",0
IN,"251,597","6,710","4,894",22
TN,"2,011,366",699,"24,804",72
MP,"2,506",84,8,0
MS,"20,461",448,"1,123",8
AR,"536,368",918,"8,810",14
PA,"2,147,482","28,018","37,111",143
KS,"797,782","3,949","8,943",-3
FL,"6,395,169","12,096","75,928",56
WA,1,0,0,0
ND,"111,933",96,"1,541",1
PA,"122,468",799,"7,297",15
UT,0,0,0,0
OK,"1,056,778",0,"14,458",0
NYC,"1,754,460","45,793","35,612",95
WA,"512,298","2,665","6,245",3
PA,"2,788,744","1,057","44,417",13
ND,"236,784",231,"2,174",2
CO,"563,161",363,"6,824",7
GU,"5,924",0,92,0
MP,0,0,0,0
RMI,4,0,0,0
NM,"489,701",0,"6,535",0
AL,"799,364","1,317","15,549",47
GA,"1,592,733","2,876","26,625",180
OK,77,16,0,0
RMI,4,0,0,0
GU,"58,370",0,394,0
MP,68,6,2,0
GA,"1,314,108","7,024","22,220",21
PR,"18,711",179,525,9
ND,"95,135",167,"1,357",2
SD,"241,326",0,"2,928",0
AK,"134,167","1,522",702,3
AR,"834,037",89,"11,332",7
WV,"1,972",37,74,0
KS,"115,507",0,"1,259",0
MP,6,4,0,0
AL,0,0,1,0
TX,"7,432,464",0,"87,695",0
MS,"140,935","1,196","4,029",23
AL,0,0,1,0
CO,"600,821","1,793","7,067",11
RMI,4,0,0,0
AS,0,0,0,0
MP,"10,535",0,31,0
ND,"164,539",451,"1,915",3
PR,"1,586",9,135,0
OK,"433,168",266,"6,913",12
HI,"38,066",130,521,1
TN,0,0,0,0
WV,"276,267",871,"4,518",7
OH,"3,096,557",0,"39,576",0
PA,"1,818,299","11,628","34,415",144
TX,"6,785,855","2,430","86,713",5
MP,30,0,2,0
FL,"515,983","8,174","10,456",210
PR,"1,430",9,130,0
MA,"1,996,454",0,"21,342",0
IA,"315,412","1,001","4,500",8
GU,318,1,5,0
TN,"2,014,327",361,"25,423",16
TN,"2,020,476",167,"26,029",0
OK,"82,726","1,310","1,240",13
TN,"27,999",427,436,1
HI,"296,007",0,"1,477",0
GU,"8,143",2,139,0
TX,"7,432,464",0,"87,695",0
PW,"5,430",0,6,0
WA,1,0,0,0
OH,"1,114,835",344,"20,411",31
GU,192,4,5,0
PR,"22,367",766,609,8
OH,"140,518","1,033","4,555",49
AL,"412,203","3,839","8,246",87
MA,"102,228",223,"7,908",16
WA,"302,635",965,"4,167",19
FL,8,1,1,1
CO,"782,053","4,787","8,551",31
KS,"878,499",0,"9,555",0
OK,394,69,0,0
NYC,"287,760","2,004","23,845",16
AS,0,0,0,0
PA,"2,925,652",0,"45,184",0
NYC,"7,556","2,455",32,11
MS,"507,116",560,"10,153",2
CO,0,0,0,0
PW,0,0,0,0
CO,"13,149",711,670,-2
PR,"461,010","1,806","3,908",21
NM,"210,774",358,"4,407",0
PW,"5,308",0,6,0
WA,"122,446","1,407","2,482",22
AK,321,2,9,0
PW,10,0,0,0
AL,"113,762","1,459","3,099",38
AK,"4,694",88,50,0
AK,"64,503",136,341,0
SD,"8,685",44,129,0
AR,"941,464",0,"11,961",0
AR,"330,186",178,"5,616",15
IN,"78,632","1,067","3,095",7
KS,0,0,0,0
HI,"40,643",467,534,0
RMI,7,0,0,0
AS,0,0,0,0
NM,"226,868",874,"4,481",2
AR,"1,781",4,40,-1
OK,"439,743",263,"7,089",8
NM,"264,380",625,"4,930",0
OH,"1,083,609",794,"19,428",0
GU,"49,779",61,367,1
PW,0,0,0,0
TN,"1,005,594","4,564","13,256",21
GA,"2,113,319","19,943","31,928",53
GU,"48,496",0,361,0
FL,"2,072,859","7,101","34,532",58
NYC,"2,876,201",0,"41,977",0
PR,"187,718",0,"3,266",0
AR,0,0,0,0
OK,"642,362","2,642","10,732",116
HI,"309,561",0,"1,523",0
RMI,0,0,0,0
KS,"308,820",310,"4,978",0
PA,"189,594","1,189","8,500",8
TN,"1,289,898","1,931","16,630",29
HI,"324,519",0,"1,594",0
SD,"237,246",0,"2,893",0
ND,"3,362",42,78,0
IN,"952,126","2,104","15,462",0
MA,"1,140,614",0,"20,273",0
NY,"1,146,403",852,"19,702",14
GU,"8,506",3,143,0
WV,"600,558",0,"7,416",0
AL,0,0,0,0
AL,"1,471,207","1,248","20,270",7
IA,"573,032","2,562","7,858",59
AS,0,0,0,0
SD,0,0,0,0
SD,"124,656",15,"2,039",0
OK,"633,967",947,"9,474",23
WA,"1,789,064",850,"14,066",0
ND,"222,648","1,623","2,093",0
SD,"251,860",0,"2,963",0
NM,"196,997",153,"3,928",12
MS,"173,907","2,476","4,705",42
WA,"661,384","3,302","7,765",39
TN,"2,022,436",322,"26,110",1
PR,"28,011",249,719,0
ND,"9,876",140,136,1
NM,"29,661",226,831,4
OK,"455,688",153,"7,362",0
SD,0,0,0,0
MP,"12,193",0,35,0
FL,"905,335","8,828","18,936",63
PR,"45,557",357,952,24
MP,19,0,2,0
TX,"4,194,151","1,516","69,072",71
TX,22,4,0,0
MA,"112,673",214,"8,757",14
MS,"156,487","1,350","4,360",26
PR,"141,063",65,"2,532",1
AR,"207,941","2,893","3,376",38
GA,"1,297,503","9,836","22,151",48
UT,"314,817","5,188","1,449",27
NYC,"2,645,961","5,476","40,858",14
MA,"1,830,028","4,781","20,453",12
PR,"102,070",105,"2,039",6
HI,0,0,0,0
PW,2,0,0,0
AK,"17,774",511,125,0
NY,"2,601,081","3,244","26,529",56
MA,"710,519",91,"18,008",3
GA,"696,063","5,163","10,971",7
PA,"926,900","2,692","23,787",76
NY,"537,345","8,712","12,466",112
OH,"2,676,629",0,"38,166",0
PA,"994,664","1,605","24,789",1
IA,"282,664","1,995","3,898",7
FL,"6,081,370","6,449","74,714",26
WA,"106,800",725,"2,353",16
HI,"36,297",46,513,0
WA,"257,205","1,864","3,541",59
MS,"316,525",207,"7,387",4
IN,"760,163",545,"13,927",1
MP,"12,398",0,35,0
PW,760,258,0,0
AK,"68,005",23,366,0
PR,"186,186",162,"3,254",2
